id,activity,application,application_id,attachments,author.accent_color,author.avatar,author.avatar_decoration_data,author.banner,author.banner_color,author.clan,author.collectibles,author.discriminator,author.display_name_styles,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.collectibles,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,referenced_message.attachments,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.collectibles,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.pinned,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,thread.bitrate,thread.flags,thread.guild_id,thread.id,thread.last_message_id,thread.member_count,thread.member_ids_preview.0,thread.message_count,thread.name,thread.owner_id,thread.parent_id,thread.rate_limit_per_user,thread.rtc_region,thread.thread_metadata.archive_timestamp,thread.thread_metadata.archived,thread.thread_metadata.auto_archive_duration,thread.thread_metadata.create_timestamp,thread.thread_metadata.locked,thread.total_message_sent,thread.type,thread.user_limit,timestamp,tts,type,userName,webhook_id
1483119565150879915,,,,,,,,,,,,0,,0,pradeep,1483060671808540734,,0,pradeep_26709,,1483110379230986351,,Unable to find SEB Folder or data anywhere in the system. Can you resolve the issue by using Anydesk,2026-03-16T15:07:39.361Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16T15:07:39.361000+00:00,false,0,pradeep_26709,
1483110379230986351,,,,,,4e05384e862dbd173937b8a8b392ad8e,,,,,,0,,0,Greedy,1004057310580183070,,0,avaris__,,1362035227350007998,,could you check the logs of SEB in %localappdata%,2026-03-16T14:31:09.267Z,,,32,,,false,,,,,,,,,0,,0,pradeep,1483060671808540734,,0,pradeep_26709,,1362035227350007998,1362034269764976640,1483110050510802954,0,,false,,,,,,,,,,,,0,,0,pradeep,1483060671808540734,,0,pradeep_26709,1362035227350007998,,"how i can resolve the additional monitor found error issue on SEB, Evadus+",,,0,1483110050510802954,false,,,false,2026-03-16T14:29:50.894000+00:00,false,0,,,,,,64000,0,1362034269764976640,1483110379230986351,1483119565150879915,1,1483060671808540734,1,could you check the logs of SEB in %,1483060671808540734,1362035227350007998,0,,2026-03-16T15:07:37.455000+00:00,false,4320,2026-03-16T15:07:37.455000+00:00,false,1,11,0,2026-03-16T14:31:09.267000+00:00,false,19,avaris__,
